,Magnetic Field (Oe),True Field (Oe)
694,15194.053,15608.317518496491
695,15173.0095,15589.849952333258
696,15152.673,15577.966698660728
697,15132.4765,15580.927771059982
698,15112.8455,15513.74175854649
699,15093.638,15521.825293760283
700,15072.454,15508.155157229883
701,15052.1165,15472.965043002045
702,15031.3535,15452.643077270002
703,15009.6035,15443.496686773995
704,14990.397,15402.463022985743
705,14971.331,15419.836223847462
706,14950.994,15348.12022943642
707,14930.6565,15364.175940441493
708,14910.4605,15325.404223080102
709,14889.9815,15298.033610274138
710,14869.22,15287.933691923517
711,14850.1535,15258.645964791964
712,14830.8045,15249.291189476235
713,14809.056,15237.243221400966
714,14787.3075,15192.350607436269
715,14768.383,15174.271612489674
716,14747.904,15167.342168332712
717,14725.7295,15129.189882859144
718,14706.521,15142.821020384708
719,14687.314,15081.500214328742
720,14667.5425,15087.078968651607
721,14647.487,15079.3589560543
722,14626.303,15035.438906558611
723,14606.2495,15005.96174504068
724,14586.8995,14977.234641017772
725,14566.1375,14968.698913124736
726,14545.0945,14964.985073653319
727,14525.463,14952.64082813975
728,14506.5385,14875.577461021952
729,14486.2025,14891.246643349059
730,14465.4415,14854.66444717846
731,14445.103,14833.446293670106
732,14424.059,14824.508386217536
733,14403.8635,14808.346038000818
734,14383.8075,14751.25046544969
735,14363.7515,14761.185975856006
736,14344.4035,14739.223085830099
737,14323.3605,14690.207219908187
738,14301.8945,14702.148477527264
739,14282.1225,14685.233873981182
740,14262.6325,14659.452027215915
741,14242.2955,14624.95582459579
742,14222.663,14607.724488202779
743,14202.891,14621.869323548142
744,14181.848,14574.85580570168
745,14161.651,14547.976768874627
746,14141.172,14563.021948105206
747,14121.5415,14516.880277003529
748,14101.346,14503.608523277973
749,14080.0195,14470.757981751678
750,14059.2575,14434.909870813144
751,14040.474,14432.587931467962
752,14020.9845,14393.282815283123
753,13999.7995,14390.632377070557
754,13981.0165,14352.176557583442
755,13961.2445,14306.494741267457
756,13940.0595,14305.530112062906
757,13920.287,14279.570735557898
758,13900.5155,14260.365296168055
759,13878.342,14264.82606135618
760,13856.1675,14225.942996317683
761,13835.83,14218.511693720406
762,13817.046,14209.493545139403
763,13798.121,14166.022281928275
764,13777.2185,14148.227817362726
765,13756.458,14156.175068728087
766,13737.533,14105.115280353319
767,13717.3365,14071.05067788755
768,13696.717,14083.34569149766
769,13676.5215,14014.771534631092
770,13655.4785,14003.690902909686
771,13635.282,13990.254428287684
772,13614.5205,14024.899679208704
773,13594.041,13986.13018427932
774,13574.411,13948.578753516234
775,13554.498,13921.608601635016
776,13534.2995,13909.716743133617
777,13514.6685,13872.138264245745
778,13495.038,13856.102371240155
779,13474.276,13851.650250624365
780,13452.9505,13824.344100323926
781,13432.0485,13798.520374688302
782,13412.7005,13787.684648273806
783,13392.3645,13760.610281743071
784,13372.167,13705.989003556686
785,13351.5465,13696.300647195794
786,13331.069,13680.175812006362
787,13312.2855,13675.496520905535
788,13291.806,13657.748195194947
789,13271.1855,13644.536016373073
790,13251.132,13607.352842580853
791,13230.23,13592.246260941714
792,13208.7615,13575.667150725692
793,13188.423,13543.011053997849
794,13168.934,13538.871567565655
795,13149.162,13507.16320650043
796,13129.9545,13484.445025762889
797,13109.76,13464.062086510674
798,13089.2825,13425.973520672696
799,13068.9445,13421.198143303365
800,13048.6055,13412.301279964304
801,13027.7035,13378.12863348266
802,13007.507,13370.848286846476
803,12987.733,13337.756495816917
804,12966.125,13310.291515962304
805,12946.212,13277.904317082373
806,12927.146,13273.993371515417
807,12906.2445,13272.035622152083
808,12887.037,13222.198971640744
809,12866.8395,13204.291110538734
810,12845.0895,13190.487700135085
811,12826.165,13172.766401964516
812,12806.393,13129.79249887193
813,12785.349,13137.948484914019
814,12764.729,13090.4988334446
815,12744.816,13058.191430584066
